"","pair","country","institute","subfield","doi","owner","position_author_supervisor","concern_methods_tools_devlpmnt_or_review","thesis_year","thesis_title","thesis_link","oa_status_unpaywall","issn","journal","publisher","publication_date_unpaywall","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","downloaded","oa_status","numbat","referenceid","dup","category_numbat_true_false","is_open_data_manually_verified","category","open_data_ever","open_data_numbat_ever"
"33",10,"the netherlands","leiden umc","cancer","10.1177/0748730420987327","candidate","na","no",2022,"light therapy for cancer-related fatigue in (non-)hodgkin lymphoma survivors","https://hdl.handle.net/1887/3280246","hybrid","0748-7304,1552-4531","Journal of Biological Rhythms","SAGE Publications","22/01/2021",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"34",10,"the netherlands","leiden umc","cancer","10.3390/cancers13194948","candidate","na","no",2022,"light therapy for cancer-related fatigue in (non-)hodgkin lymphoma survivors","https://hdl.handle.net/1887/3280245","gold","2072-6694","Cancers","MDPI AG","30/09/2021",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"35",10,"the netherlands","leiden umc","cancer","10.1002/pon.4505","candidate","na","no",2022,"light therapy for cancer-related fatigue in (non-)hodgkin lymphoma survivors","https://hdl.handle.net/1887/3280247","closed","1057-9249","Psycho-Oncology","Wiley","22/08/2017",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,2,0,0
"36",11,"the netherlands","leiden umc","vascular","10.1177/1538574420939733","candidate","na","no",2022,"biomechanical studies on type b aortic dissection","https://hdl.handle.net/1887/3280049","green","1538-5744,1938-9116","Vascular and Endovascular Surgery","SAGE Publications","9/7/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"37",11,"the netherlands","leiden umc","vascular","10.1177/15385744211017117","candidate","na","no",2022,"biomechanical studies on type b aortic dissection","https://hdl.handle.net/1887/3280050","closed","1538-5744,1938-9116","Vascular and Endovascular Surgery","SAGE Publications","3/6/21",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,2,0,0
"38",12,"the netherlands","leiden umc","microbiology","10.1128/mSystems.00547-19","candidate","na","no",2022,"microbiome-mediated colonization resistance: defense against enteropathogens and multi-drug resistant organisms","https://hdl.handle.net/1887/3280022","gold","2379-5077","mSystems","American Society for Microbiology","11/2/20",TRUE,"field-specific repository, supplement, data availability statement",FALSE,"all raw sequencing data used in the current study are deposited in the european nucleotide archive under accession number prjeb34118.     table s1 xlsx data availability. all raw sequencing data used in the current study are deposited in the european nucleotide archive under accession number prjeb34118",NA,TRUE,TRUE,"open_data",6,FALSE,TRUE,TRUE,2,1,1
"39",12,"the netherlands","leiden umc","microbiology","10.1080/19490976.2020.1840764","candidate","na","no",2022,"microbiome-mediated colonization resistance: defense against enteropathogens and multi-drug resistant organisms","https://hdl.handle.net/1887/3280023","gold","1949-0976,1949-0984","Gut Microbes","Informa UK Limited","9/11/20",TRUE,"field-specific repository",FALSE,"raw sequencing data are available at ena (https://www.ebi.ac.uk/ena) under accession number prjeb36316.",NA,TRUE,TRUE,"open_data",7,FALSE,TRUE,TRUE,2,1,1
"40",13,"the netherlands","leiden umc","migraine","10.1212/WNL.0000000000007313","candidate","na","no",2022,"biochemistry in different phases of the migraine attack","https://hdl.handle.net/1887/3294054","hybrid","0028-3878,1526-632X","Neurology","Ovid Technologies (Wolters Kluwer Health)","3/4/19",TRUE,"data availability statement",FALSE,"data availability the data that support the ﬁndings of this study will be available in the bbmri-omics atlas (bbmri.researchlumc.nl/ atlas) and in the depository (datadryad.org/review? doi",NA,TRUE,TRUE,"open_data",9,FALSE,TRUE,TRUE,2,0,0
"41",13,"the netherlands","leiden umc","migraine","10.1111/ene.13861","candidate","na","no",2022,"biochemistry in different phases of the migraine attack","https://hdl.handle.net/1887/3294055","closed","1351-5101,1468-1331","European Journal of Neurology","Wiley","18/12/2018",TRUE,"supplement",FALSE,"an elaborate description of lumina participants and procedures is given in data s1.;     supporting information additional supporting information may be found in the online version of this article: data s1.",NA,TRUE,FALSE,"no_open_data",10,FALSE,FALSE,FALSE,2,0,0
"42",13,"the netherlands","leiden umc","migraine","10.1097/j.pain.0000000000001894","candidate","na","no",2022,"biochemistry in different phases of the migraine attack","https://hdl.handle.net/1887/3294053","green","0304-3959,1872-6623","Pain","Ovid Technologies (Wolters Kluwer Health)","22/04/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"43",13,"the netherlands","leiden umc","migraine","10.1016/j.nicl.2021.102889","candidate","na","no",2022,"biochemistry in different phases of the migraine attack","https://hdl.handle.net/1887/3294052","gold","2213-1582","NeuroImage: Clinical","Elsevier BV","1/1/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"44",14,"the netherlands","leiden umc","pulmonary embolism","10.1371/journal.pone.0232354","candidate","na","no",2022,"the aftermath of acute pulmonary embolism: approach to persistent functional limitations","https://hdl.handle.net/1887/3277051","gold","1932-6203","PLOS ONE","Public Library of Science (PLoS)","28/04/2020",TRUE,"supplement",FALSE,"plos one | https://doi.org/10.1371/journal.pone.0232354 april 28 2020  7 / 10   plos one  anticoagulation quality and the risk of cteph  supporting information s1 dataset.",NA,TRUE,TRUE,"open_data",11,FALSE,TRUE,TRUE,2,0,0
"45",14,"the netherlands","leiden umc","pulmonary embolism","10.1007/s00330-021-08364-0","candidate","na","no",2022,"the aftermath of acute pulmonary embolism: approach to persistent functional limitations","https://hdl.handle.net/1887/3277045","hybrid","0938-7994,1432-1084","European Radiology","Springer Science and Business Media LLC","2/12/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"46",14,"the netherlands","leiden umc","pulmonary embolism","10.1016/j.thromres.2021.08.012","candidate","na","no",2022,"the aftermath of acute pulmonary embolism: approach to persistent functional limitations","https://hdl.handle.net/1887/3277047","hybrid","0049-3848","Thrombosis Research","Elsevier BV","1/10/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"47",14,"the netherlands","leiden umc","pulmonary embolism","10.1016/j.ejim.2021.07.001","candidate","na","no",2022,"the aftermath of acute pulmonary embolism: approach to persistent functional limitations","https://hdl.handle.net/1887/3277048","hybrid","0953-6205","European Journal of Internal Medicine","Elsevier BV","1/7/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"48",14,"the netherlands","leiden umc","pulmonary embolism","10.1016/j.thromres.2020.03.020","candidate","na","no",2022,"the aftermath of acute pulmonary embolism: approach to persistent functional limitations","https://hdl.handle.net/1887/3277050","hybrid","0049-3848","Thrombosis Research","Elsevier BV","1/6/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"49",14,"the netherlands","leiden umc","pulmonary embolism","10.1136/thoraxjnl-2020-216324","candidate","na","no",2022,"the aftermath of acute pulmonary embolism: approach to persistent functional limitations","https://hdl.handle.net/1887/3277049","green","0040-6376,1468-3296","Thorax","BMJ","23/03/2021",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"50",14,"the netherlands","leiden umc","pulmonary embolism","10.1183/23120541.00719-2020","candidate","na","no",2022,"the aftermath of acute pulmonary embolism: approach to persistent functional limitations","https://hdl.handle.net/1887/3277046","gold","2312-0541","ERJ Open Research","European Respiratory Society (ERS)","1/7/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"51",15,"the netherlands","leiden umc","diet quality","10.1017/S1368980020004280","candidate","na","no",2022,"food insecurity, dietary quality and health in the netherlands","https://hdl.handle.net/1887/3277066","hybrid","1368-9800,1475-2727","Public Health Nutrition","Cambridge University Press (CUP)","27/10/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"52",15,"the netherlands","leiden umc","diet quality","10.1007/s00394-018-1651-z","candidate","na","no",2022,"food insecurity, dietary quality and health in the netherlands","https://hdl.handle.net/1887/3277069","hybrid","1436-6207,1436-6215","European Journal of Nutrition","Springer Science and Business Media LLC","7/3/18",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"53",15,"the netherlands","leiden umc","diet quality","10.3389/fnut.2021.583125","candidate","na","no",2022,"food insecurity, dietary quality and health in the netherlands","https://hdl.handle.net/1887/3277065","gold","2296-861X","Frontiers in Nutrition","Frontiers Media SA","5/3/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"54",15,"the netherlands","leiden umc","diet quality","10.1186/s12889-020-08611-x","candidate","na","no",2022,"food insecurity, dietary quality and health in the netherlands","https://hdl.handle.net/1887/3277067","gold","1471-2458","BMC Public Health","Springer Science and Business Media LLC","28/04/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"55",15,"the netherlands","leiden umc","diet quality","10.1186/s12939-019-1077-0","candidate","na","no",2022,"food insecurity, dietary quality and health in the netherlands","https://hdl.handle.net/1887/3277068","gold","1475-9276","International Journal for Equity in Health","Springer Science and Business Media LLC","27/11/2019",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"56",16,"the netherlands","leiden umc","Autoimmune diseases","10.3389/fimmu.2020.566732","candidate","na","no",2022,"targeting autoimmunity in renal diseases: focus on neutrophil extracellular traps and autoreactive b-cells","https://hdl.handle.net/1887/3275833","gold","1664-3224","Frontiers in Immunology","Frontiers Media SA","15/12/2020",TRUE,"data availability statement",FALSE,"data availability statement  the supplementary material for this article can be found online at: https://www.frontiersin.org/articles/10.3389/ﬁmmu.2020.566732",NA,TRUE,TRUE,"no_open_data",12,FALSE,FALSE,FALSE,1,0,0
"57",16,"the netherlands","leiden umc","Autoimmune diseases","10.1093/ndt/gfaa066","candidate","na","no",2022,"targeting autoimmunity in renal diseases: focus on neutrophil extracellular traps and autoreactive b-cells","https://hdl.handle.net/1887/3275834","hybrid","0931-0509,1460-2385","Nephrology Dialysis Transplantation","Oxford University Press (OUP)","30/06/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"58",16,"the netherlands","leiden umc","Autoimmune diseases","10.1093/rheumatology/kez623","candidate","na","no",2022,"targeting autoimmunity in renal diseases: focus on neutrophil extracellular traps and autoreactive b-cells","https://hdl.handle.net/1887/3275835","hybrid","1462-0324,1462-0332","Rheumatology","Oxford University Press (OUP)","17/01/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"59",17,"the netherlands","leiden umc","immunity","10.1016/j.celrep.2019.08.036","candidate","na","no",2022,"targeting autoimmunity in renal diseases: focus on neutrophil extracellular traps and autoreactive b-cells","https://hdl.handle.net/1887/3275315","gold","2211-1247","Cell Reports","Elsevier BV","1/9/19",TRUE,"field-specific repository, data availability statement",TRUE,"cell reports 28 3105–3119.e1–e7 september 17 2019 e6   data and code availability raw and processed transcriptomic data described in this manuscript are deposited in ncbi’s gene expression omnibus (geo) and are accessible using geo series accession number gse12607 at https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?      deposited data  experimental models: cell lines gl261 experimental models: organisms/strains b6;129s6-mir-21atm1yoli/j (mir-21-null) oligonucleotides  smartpool: on-targetplus btg2 sirna  dharmacon  cat# l-043138","all r scripts written for data processing are available online in a git repository.;     the files and information can be accessed at: https:// github.com/slnmaas/mir21-project.  e7 cell reports 28 3105–3119.e1–e7 september 17 2019",TRUE,TRUE,"open_data",13,FALSE,TRUE,TRUE,2,0,0
"60",17,"the netherlands","leiden umc","immunity","10.3390/ijms22031495","candidate","na","no",2022,"targeting autoimmunity in renal diseases: focus on neutrophil extracellular traps and autoreactive b-cells","https://hdl.handle.net/1887/3275314","gold","1422-0067","International Journal of Molecular Sciences","MDPI AG","2/2/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"61",18,"the netherlands","leiden umc","sensorineural hearing loss","10.1097/AUD.0000000000001033","candidate","na","no",2022,"novel applications of objective measures in cochlear implants","https://hdl.handle.net/1887/3275097","hybrid","0196-0202","Ear & Hearing","Ovid Technologies (Wolters Kluwer Health)","8/4/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"62",18,"the netherlands","leiden umc","sensorineural hearing loss","10.1016/j.heares.2020.108037","candidate","na","no",2022,"novel applications of objective measures in cochlear implants","https://hdl.handle.net/1887/3275098","hybrid","0378-5955","Hearing Research","Elsevier BV","1/9/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"63",19,"the netherlands","leiden umc","pediatrics","10.3389/fped.2021.777614","candidate","na","no",2022,"physiological based cpap for preterm infants at birth","https://hdl.handle.net/1887/3274208","gold","2296-2360","Frontiers in Pediatrics","Frontiers Media SA","3/12/21",TRUE,"data availability statement",FALSE,"data availability statement  the supplementary material for this article can be found online at: https://www.frontiersin.org/articles/10.3389/fped. 2021.777614",NA,TRUE,TRUE,"no_open_data",14,FALSE,FALSE,FALSE,1,0,0
"64",19,"the netherlands","leiden umc","pediatrics","10.3389/fped.2020.584138","candidate","na","no",2022,"physiological based cpap for preterm infants at birth","https://hdl.handle.net/1887/3274210","gold","2296-2360","Frontiers in Pediatrics","Frontiers Media SA","22/01/2021",TRUE,"data availability statement",FALSE,"data availability statement the datasets supporting the conclusions of this article will be made available by the authors upon request to the corresponding author. 11  january 2021 | volume 8 | article 584138",NA,TRUE,TRUE,"no_open_data",15,FALSE,FALSE,FALSE,1,0,0
"65",19,"the netherlands","leiden umc","pediatrics","10.1038/s41390-021-01647-8","candidate","na","no",2022,"physiological based cpap for preterm infants at birth","https://hdl.handle.net/1887/3274209","green","0031-3998,1530-0447","Pediatric Research","Springer Science and Business Media LLC","22/07/2021",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"66",19,"the netherlands","leiden umc","pediatrics","10.1136/archdischild-2019-317729","candidate","na","no",2022,"physiological based cpap for preterm infants at birth","https://hdl.handle.net/1887/3274211","green","1359-2998,1468-2052","Archives of Disease in Childhood - Fetal and Neonatal Edition","BMJ","29/10/2019",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"67",19,"the netherlands","leiden umc","pediatrics","10.3389/fped.2019.00003","candidate","na","no",2022,"physiological based cpap for preterm infants at birth","https://hdl.handle.net/1887/3274212","gold","2296-2360","Frontiers in Pediatrics","Frontiers Media SA","29/01/2019",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
